NP_001034487.2	XP_023022290.1
XP_008197052.1	XP_023027993.1
XP_008197063.1	XP_023023279.1
XP_008197065.1	XP_023021192.1
XP_008197071.1	XP_023024649.1
XP_008197072.1	XP_023020933.1
XP_008197073.1	XP_023020932.1
XP_008197074.1	XP_023020937.1
XP_008197076.1	XP_023020618.1
XP_008197077.1	XP_023020619.1
XP_008197083.1	XP_023015413.1
XP_008197088.1	XP_023025955.1
XP_008197093.1	XP_023026272.1
XP_008197096.1	XP_023024560.1
XP_008197098.1	XP_023015420.1
XP_008197101.1	XP_023026768.1
XP_008197105.1	XP_023026014.1
XP_008197106.1	XP_023017720.1
XP_008197107.1	XP_023017721.1
XP_008197109.1	XP_023015407.1
XP_008197110.1	XP_023023764.1
XP_008197123.1	XP_023029290.1
XP_008197126.1	XP_023015409.1
XP_008197127.1	XP_023022292.1
XP_008197129.1	XP_023015584.1
XP_008197131.1	XP_023024155.1
XP_008197132.1	XP_023020153.1
XP_008197138.1	XP_023015756.1
XP_008197141.1	XP_023015755.1
XP_008197143.1	XP_023026263.1
XP_008197147.1	XP_023021325.1
XP_008197149.1	XP_023012507.1
XP_008197150.1	XP_023024128.1
XP_008197152.1	XP_023023216.1
XP_008197154.2	XP_023013560.1
XP_008197167.1	XP_023027621.1
XP_008197173.2	XP_023027625.1
XP_008197175.1	XP_023012113.1
XP_008197176.1	XP_023024832.1
XP_008197178.1	XP_023012129.1
XP_008197180.1	XP_023012127.1
XP_008197181.1	XP_023012125.1
XP_008197184.1	XP_023023780.1
XP_008197187.1	XP_023025750.1
XP_008197188.1	XP_023027345.1
XP_008197190.1	XP_023018731.1
XP_008197204.1	XP_023023937.1
XP_008197209.1	XP_023015971.1
XP_008197210.1	XP_023019514.1
XP_008197213.1	XP_023023234.1
XP_008197215.1	XP_023015897.1
XP_008197222.1	XP_023026193.1
XP_008197229.1	XP_023021239.1
XP_008197231.1	XP_023021244.1
XP_008197235.1	XP_023021249.1
XP_008197237.1	XP_023025136.1
XP_008197247.1	XP_023024989.1
XP_008197251.1	XP_023015633.1
XP_008197252.1	XP_023023258.1
XP_008197255.1	XP_023027022.1
XP_008197257.1	XP_023022577.1
XP_008197261.1	XP_023017714.1
XP_008197269.1	XP_023028028.1
XP_008197271.1	XP_023017800.1
XP_008197272.1	XP_023025414.1
XP_008197274.1	XP_023019530.1
XP_008197278.1	XP_023016965.1
XP_008197280.2	XP_023026984.1
XP_008197284.1	XP_023027473.1
XP_008197287.1	XP_023019401.1
XP_008197288.1	XP_023012963.1
XP_008197312.1	XP_023018361.1
XP_008197316.1	XP_023026148.1
XP_008197321.1	XP_023015629.1
XP_008197322.1	XP_023015634.1
XP_008197328.1	XP_023026849.1
XP_008197333.1	XP_023027124.1
XP_008197339.1	XP_023012323.1
XP_008197340.1	XP_023027121.1
XP_008197344.1	XP_023019432.1
XP_008197345.1	XP_023026614.1
XP_008197349.1	XP_023017782.1
XP_008197353.1	XP_023020697.1
XP_008197354.1	XP_023015247.1
XP_008197357.1	XP_023012158.1
XP_008197359.1	XP_023020184.1
XP_008197369.1	XP_023023588.1
XP_008197371.1	XP_023017342.1
XP_008197373.1	XP_023024127.1
XP_008197374.1	XP_023029348.1
XP_008197376.1	XP_023013768.1
XP_008197381.1	XP_023022808.1
XP_008197383.1	XP_023029368.1
XP_008197384.1	XP_023029369.1
XP_008197389.1	XP_023024148.1
XP_008197392.1	XP_023020109.1
XP_008197393.1	XP_023017950.1
XP_008197394.1	XP_023021205.1
XP_008197399.2	XP_023017793.1
XP_008197404.1	XP_023014739.1
XP_008197418.1	XP_023028301.1
XP_008197423.1	XP_023020116.1
XP_008197425.1	XP_023020112.1
XP_008197435.1	XP_023025762.1
XP_008197437.1	XP_023021538.1
XP_008197439.1	XP_023015000.1
XP_008197440.1	XP_023021222.1
XP_008197441.2	XP_023017579.1
XP_008197452.1	XP_023024230.1
XP_008197455.1	XP_023026243.1
XP_008197460.1	XP_023021974.1
XP_008197461.1	XP_023021973.1
XP_008197463.1	XP_023023743.1
XP_008197466.1	XP_023020400.1
XP_008197471.1	XP_023021976.1
XP_008197474.1	XP_023015564.1
XP_008197477.1	XP_023016434.1
XP_008197479.1	XP_023023025.1
XP_008197488.1	XP_023019462.1
XP_008197494.1	XP_023029366.1
XP_008197497.1	XP_023016356.1
XP_008197500.1	XP_023028226.1
XP_008197501.1	XP_023029355.1
XP_008197503.1	XP_023022108.1
XP_008197507.1	XP_023026607.1
XP_008197508.1	XP_023026606.1
XP_008197509.1	XP_023027499.1
XP_008197517.1	XP_023024146.1
XP_008197522.1	XP_023020143.1
XP_008197526.1	XP_023024056.1
XP_008197529.1	XP_023029112.1
XP_008197544.2	XP_023015349.1
XP_008197561.1	XP_023011658.1
XP_008197565.1	XP_023011672.1
XP_008197568.1	XP_023017189.1
XP_008197569.1	XP_023018025.1
XP_008197571.1	XP_023025666.1
XP_008197573.1	XP_023029150.1
XP_008197582.2	XP_023017190.1
XP_008197592.1	XP_023011670.1
XP_008197595.1	XP_023011669.1
XP_008197596.1	XP_023029077.1
XP_008197598.1	XP_023029138.1
XP_008197601.1	XP_023029129.1
XP_008197602.1	XP_023018998.1
XP_008197603.1	XP_023021252.1
XP_008197614.1	XP_023027213.1
XP_008197618.1	XP_023023496.1
XP_008197620.1	XP_023024634.1
XP_008197624.1	XP_023018315.1
XP_008197626.1	XP_023016267.1
XP_008197627.1	XP_023013751.1
XP_008197629.1	XP_023016909.1
XP_008197641.1	XP_023027701.1
XP_008197642.1	XP_023012751.1
XP_008197648.1	XP_023012756.1
XP_008197652.1	XP_023029650.1
XP_008197656.1	XP_023029639.1
XP_008197660.1	XP_023023862.1
XP_008197666.1	XP_023027353.1
XP_008197671.1	XP_023014428.1
XP_008197674.1	XP_023017192.1
XP_008197675.1	XP_023022553.1
XP_008197676.1	XP_023022554.1
XP_008197678.1	XP_023022551.1
XP_008197685.1	XP_023021516.1
XP_008197688.1	XP_023014288.1
XP_008197689.1	XP_023028995.1
XP_008197691.1	XP_023022847.1
XP_008197694.1	XP_023012505.1
XP_008197704.1	XP_023023970.1
XP_008197705.1	XP_023019866.1
XP_008197708.1	XP_023021253.1
XP_008197711.1	XP_023024680.1
XP_008197716.1	XP_023022465.1
XP_008197719.1	XP_023025427.1
XP_008197723.1	XP_023024731.1
XP_008197725.1	XP_023024342.1
XP_008197735.1	XP_023024334.1
XP_008197736.1	XP_023022358.1
XP_008197742.1	XP_023018604.1
XP_008197745.1	XP_023013935.1
XP_008197748.1	XP_023018864.1
XP_008197753.1	XP_023026601.1
XP_008197755.1	XP_023013577.1
XP_008197760.1	XP_023021503.1
XP_008197761.1	XP_023018877.1
XP_008197771.1	XP_023021387.1
XP_008197772.1	XP_023021385.1
XP_008197783.1	XP_023021519.1
XP_008197784.2	XP_023028827.1
XP_008197789.1	XP_023018814.1
XP_008197796.1	XP_023018024.1
XP_008197797.1	XP_023014719.1
XP_008197802.1	XP_023016772.1
XP_008197803.1	XP_023016778.1
XP_008197808.1	XP_023027563.1
XP_008197810.1	XP_023027561.1
XP_008197814.1	XP_023013463.1
XP_008197816.1	XP_023023905.1
XP_008197818.1	XP_023020787.1
XP_008197819.1	XP_023011496.1
XP_008197827.1	XP_023023640.1
XP_008197831.1	XP_023026683.1
XP_008197836.1	XP_023015150.1
XP_008197839.1	XP_023016130.1
XP_008197845.1	XP_023016669.1
XP_008197848.1	XP_023016911.1
XP_008197856.1	XP_023016671.1
XP_008197858.1	XP_023028054.1
XP_008197859.1	XP_023020060.1
XP_008197860.1	XP_023020063.1
XP_008197863.1	XP_023027917.1
XP_008197869.1	XP_023024069.1
XP_008197877.1	XP_023027061.1
XP_008197881.1	XP_023030251.1
XP_008197883.1	XP_023028221.1
XP_008197884.1	XP_023030210.1
XP_008197885.1	XP_023030218.1
XP_008197892.1	XP_023027689.1
XP_008197893.1	XP_023024277.1
XP_008197896.1	XP_023026265.1
XP_008197899.1	XP_023023601.1
XP_008197900.1	XP_023014010.1
XP_008197904.1	XP_023015388.1
XP_008197905.1	XP_023019881.1
XP_008197910.1	XP_023029664.1
XP_008197911.1	XP_023029666.1
XP_008197912.1	XP_023028857.1
XP_008197915.1	XP_023013398.1
XP_008197930.1	XP_023029164.1
XP_008197936.1	XP_023023464.1
XP_008197944.1	XP_023030161.1
XP_008197945.1	XP_023023938.1
XP_008197947.1	XP_023023545.1
XP_008197957.1	XP_023024861.1
XP_008197962.1	XP_023024864.1
XP_008197965.1	XP_023024189.1
XP_008197969.1	XP_023025385.1
XP_008197970.1	XP_023026205.1
XP_008197980.1	XP_023023455.1
XP_008197983.1	XP_023023463.1
XP_008197989.1	XP_023026906.1
XP_008197990.1	XP_023016387.1
XP_008197991.1	XP_023024436.1
XP_008197992.1	XP_023025042.1
XP_008197996.1	XP_023016829.1
XP_008197999.1	XP_023019260.1
XP_008198000.1	XP_023019262.1
XP_008198001.1	XP_023019259.1
XP_008198003.1	XP_023019263.1
XP_008198004.1	XP_023019265.1
XP_008198006.2	XP_023017426.1
XP_008198009.2	XP_023015057.1
XP_008198013.1	XP_023027328.1
XP_008198021.1	XP_023025608.1
XP_008198027.1	XP_023025192.1
XP_008198031.1	XP_023025865.1
XP_008198032.1	XP_023025006.1
XP_008198035.1	XP_023017294.1
XP_008198038.1	XP_023029142.1
XP_008198047.1	XP_023028963.1
XP_008198060.1	XP_023019274.1
XP_008198061.1	XP_023022103.1
XP_008198076.1	XP_023015134.1
XP_008198078.1	XP_023024593.1
XP_008198081.1	XP_023017207.1
XP_008198084.1	XP_023022090.1
XP_008198089.1	XP_023011662.1
XP_008198098.1	XP_023020696.1
XP_008198099.1	XP_023011654.1
XP_008198105.1	XP_023015821.1
XP_008198107.1	XP_023020289.1
XP_008198108.1	XP_023020290.1
XP_008198112.1	XP_023024465.1
XP_008198121.1	XP_023018028.1
XP_008198122.1	XP_023011650.1
XP_008198124.1	XP_023014486.1
XP_008198126.1	XP_023025333.1
XP_008198128.1	XP_023024244.1
XP_008198132.1	XP_023018277.1
XP_008198138.1	XP_023029162.1
XP_008198146.1	XP_023021829.1
XP_008198149.1	XP_023018618.1
XP_008198150.1	XP_023028842.1
XP_008198163.1	XP_023013340.1
XP_008198164.1	XP_023026203.1
XP_008198168.2	XP_023016077.1
XP_008198172.2	XP_023012135.1
XP_008198174.1	XP_023028536.1
XP_008198179.1	XP_023029841.1
XP_008198190.1	XP_023016079.1
XP_008198192.1	XP_023013689.1
XP_008198194.1	XP_023013691.1
XP_008198197.1	XP_023029118.1
XP_008198199.1	XP_023016912.1
XP_008198200.1	XP_023028611.1
XP_008198203.2	XP_023030497.1
XP_008198205.1	XP_023029792.1
XP_008198206.1	XP_023018108.1
XP_008198210.2	XP_023021879.1
XP_008198212.1	XP_023021839.1
XP_008198213.1	XP_023021816.1
XP_008198214.1	XP_023021832.1
XP_008198218.2	XP_023021944.1
XP_008198225.1	XP_023026635.1
XP_008198229.1	XP_023020615.1
XP_008198233.1	XP_023029007.1
XP_008198236.1	XP_023017618.1
XP_008198237.1	XP_023020591.1
XP_008198238.1	XP_023012219.1
XP_008198240.1	XP_023020579.1
XP_008198241.1	XP_023026633.1
XP_008198243.1	XP_023029090.1
XP_008198247.1	XP_023012567.1
XP_008198249.1	XP_023023980.1
XP_008198252.1	XP_023027640.1
XP_008198253.1	XP_023012399.1
XP_008198257.1	XP_023018947.1
XP_008198259.1	XP_023018894.1
XP_008198261.1	XP_023018917.1
XP_008198264.1	XP_023018601.1
XP_008198266.1	XP_023013297.1
XP_008198268.1	XP_023012190.1
XP_008198269.1	XP_023029172.1
XP_008198274.1	XP_023030389.1
XP_008198275.1	XP_023030332.1
XP_008198283.1	XP_023014431.1
XP_008198289.1	XP_023029394.1
XP_008198295.1	XP_023022093.1
XP_008198296.1	XP_023030413.1
XP_008198299.1	XP_023026300.1
XP_008198301.1	XP_023013999.1
XP_008198302.1	XP_023029851.1
XP_008198303.1	XP_023029852.1
XP_008198304.1	XP_023029853.1
XP_008198305.1	XP_023028155.1
XP_008198311.1	XP_023022804.1
XP_008198313.1	XP_023021834.1
XP_008198314.1	XP_023014331.1
XP_008198316.1	XP_023017509.1
XP_008198317.1	XP_023017511.1
XP_008198324.2	XP_023030288.1
XP_008198327.1	XP_023025538.1
XP_008198329.1	XP_023016591.1
XP_008198341.1	XP_023011685.1
XP_008198343.1	XP_023011688.1
XP_008198351.1	XP_023023029.1
XP_008198359.2	XP_023018488.1
XP_008198363.1	XP_023013584.1
XP_008198370.1	XP_023026288.1
XP_008198372.1	XP_023026375.1
XP_008198374.1	XP_023023650.1
XP_008198377.1	XP_023011881.1
XP_008198381.1	XP_023017808.1
XP_008198383.1	XP_023017809.1
XP_008198385.1	XP_023012843.1
XP_008198390.1	XP_023026629.1
XP_008198396.1	XP_023020283.1
XP_008198400.1	XP_023030408.1
XP_008198403.1	XP_023016513.1
XP_008198411.1	XP_023025482.1
XP_008198416.2	XP_023024729.1
XP_008198421.1	XP_023012321.1
XP_008198430.1	XP_023022366.1
XP_008198432.1	XP_023020856.1
XP_008198445.1	XP_023021301.1
XP_008198451.1	XP_023029010.1
XP_008198452.1	XP_023029011.1
XP_008198456.2	XP_023019798.1
XP_008198457.1	XP_023020738.1
XP_008198463.1	XP_023024686.1
XP_008198464.2	XP_023018121.1
XP_008198473.1	XP_023023230.1
XP_008198479.2	XP_023023026.1
XP_008198483.1	XP_023024215.1
XP_008198489.1	XP_023024065.1
XP_008198491.1	XP_023026391.1
XP_008198493.1	XP_023026389.1
XP_008198499.1	XP_023019298.1
XP_008198501.1	XP_023024363.1
XP_008198502.1	XP_023024939.1
XP_008198511.1	XP_023021691.1
XP_008198512.1	XP_023021679.1
XP_008198513.1	XP_023024358.1
XP_008198517.1	XP_023025483.1
XP_008198519.1	XP_023027803.1
XP_008198521.1	XP_023024888.1
XP_008198524.1	XP_023022467.1
XP_008198533.2	XP_023027236.1
XP_008198534.1	XP_023028136.1
XP_008198545.1	XP_023018242.1
XP_008198550.1	XP_023018544.1
XP_008198552.1	XP_023017464.1
XP_008198555.1	XP_023026450.1
XP_008198558.1	XP_023029911.1
XP_008198559.1	XP_023025635.1
XP_008198564.1	XP_023023269.1
XP_008198572.1	XP_023012958.1
XP_008198582.1	XP_023018296.1
XP_008198587.1	XP_023013972.1
XP_008198588.1	XP_023030486.1
XP_008198593.1	XP_023029987.1
XP_008198594.1	XP_023019304.1
XP_008198596.1	XP_023024734.1
XP_008198597.1	XP_023018149.1
XP_008198605.1	XP_023013975.1
XP_008198606.1	XP_023013976.1
XP_008198610.1	XP_023015823.1
XP_008198621.1	XP_023014479.1
XP_008198624.1	XP_023020616.1
XP_008198626.1	XP_023021719.1
XP_008198627.1	XP_023022641.1
XP_008198628.1	XP_023030387.1
XP_008198629.1	XP_023022367.1
XP_008198632.1	XP_023018200.1
XP_008198642.1	XP_023018205.1
XP_008198647.1	XP_023018202.1
XP_008198648.1	XP_023022375.1
XP_008198649.1	XP_023012996.1
XP_008198655.1	XP_023018453.1
XP_008198656.1	XP_023026213.1
XP_008198673.1	XP_023029165.1
XP_008198687.1	XP_023029377.1
XP_008198691.1	XP_023028559.1
XP_008198694.1	XP_023019928.1
XP_008198695.1	XP_023014223.1
XP_008198697.1	XP_023019558.1
XP_008198699.2	XP_023025905.1
XP_008198703.1	XP_023020841.1
XP_008198704.1	XP_023019599.1
XP_008198705.1	XP_023021371.1
XP_008198708.1	XP_023020971.1
XP_008198709.1	XP_023019958.1
XP_008198714.2	XP_023011736.1
XP_008198725.1	XP_023026071.1
XP_008198732.1	XP_023022764.1
XP_008198738.1	XP_023013121.1
XP_008198741.1	XP_023015932.1
XP_008198742.1	XP_023015867.1
XP_008198743.1	XP_023027569.1
XP_008198744.1	XP_023015012.1
XP_008198751.1	XP_023012553.1
XP_008198753.2	XP_023021718.1
XP_008198754.1	XP_023022781.1
XP_008198758.1	XP_023027924.1
XP_008198759.1	XP_023018860.1
XP_008198760.1	XP_023018859.1
XP_008198761.1	XP_023022774.1
XP_008198768.1	XP_023022688.1
XP_008198771.1	XP_023015395.1
XP_008198772.1	XP_023023641.1
XP_008198773.1	XP_023025140.1
XP_008198775.1	XP_023028419.1
XP_008198776.1	XP_023026487.1
XP_008198778.1	XP_023026588.1
XP_008198785.1	XP_023017462.1
XP_008198789.1	XP_023022381.1
XP_008198792.1	XP_023014185.1
XP_008198798.1	XP_023025914.1
XP_008198803.1	XP_023012549.1
XP_008198804.1	XP_023029613.1
XP_008198805.1	XP_023029614.1
XP_008198807.1	XP_023029610.1
XP_008198810.1	XP_023029617.1
XP_008198811.1	XP_023029616.1
XP_008198812.1	XP_023021777.1
XP_008198813.1	XP_023021770.1
XP_008198818.1	XP_023029071.1
XP_008198822.1	XP_023023356.1
XP_008198827.2	XP_023015775.1
XP_008198828.2	XP_023016987.1
XP_008198829.1	XP_023013462.1
XP_008198833.1	XP_023027395.1
XP_008198837.1	XP_023017545.1
XP_008198838.1	XP_023019629.1
XP_008198842.1	XP_023014942.1
XP_008198849.1	XP_023014954.1
XP_008198851.1	XP_023014949.1
XP_008198852.1	XP_023016319.1
XP_008198854.1	XP_023014961.1
XP_008198860.1	XP_023014976.1
XP_008198862.1	XP_023014983.1
XP_008198864.1	XP_023014980.1
XP_008198872.1	XP_023014991.1
XP_008198894.1	XP_023025519.1
XP_008198896.1	XP_023025515.1
XP_008198897.2	XP_023019239.1
XP_008198902.1	XP_023017536.1
XP_008198904.2	XP_023021643.1
XP_008198905.1	XP_023027897.1
XP_008198915.1	XP_023022797.1
XP_008198916.1	XP_023022792.1
XP_008198917.1	XP_023022794.1
XP_008198926.1	XP_023022796.1
XP_008198927.1	XP_023022799.1
XP_008198929.1	XP_023026086.1
XP_008198932.1	XP_023029562.1
XP_008198934.1	XP_023017245.1
XP_008198935.1	XP_023017161.1
XP_008198939.1	XP_023017891.1
XP_008198945.1	XP_023020374.1
XP_008198956.1	XP_023018431.1
XP_008198961.1	XP_023024475.1
XP_008198962.1	XP_023025981.1
XP_008198963.1	XP_023018694.1
XP_008198966.2	XP_023020220.1
XP_008198967.1	XP_023023765.1
XP_008198968.1	XP_023028483.1
XP_008198969.1	XP_023015222.1
XP_008198970.1	XP_023024712.1
XP_008198971.1	XP_023021784.1
XP_008198972.1	XP_023018994.1
XP_008198973.1	XP_023018996.1
XP_008198974.1	XP_023026892.1
XP_008198977.1	XP_023017063.1
XP_008198978.1	XP_023022868.1
XP_008198979.1	XP_023029678.1
XP_008198980.1	XP_023025857.1
XP_008198985.1	XP_023020781.1
XP_008198995.1	XP_023019106.1
XP_008198996.1	XP_023015996.1
XP_008198999.1	XP_023023770.1
XP_008199002.1	XP_023014098.1
XP_008199015.1	XP_023019007.1
XP_008199016.1	XP_023019414.1
XP_008199023.1	XP_023013814.1
XP_008199027.1	XP_023021227.1
XP_008199028.1	XP_023021228.1
XP_008199029.1	XP_023024118.1
XP_008199034.1	XP_023027078.1
XP_008199035.1	XP_023024701.1
XP_008199045.1	XP_023016629.1
XP_008199046.1	XP_023025453.1
XP_008199055.1	XP_023013544.1
XP_008199057.1	XP_023013460.1
XP_008199058.1	XP_023013430.1
XP_008199060.1	XP_023013412.1
XP_008199062.1	XP_023013006.1
XP_008199064.1	XP_023014433.1
XP_008199066.2	XP_023011826.1
XP_008199074.1	XP_023011813.1
XP_008199077.1	XP_023022555.1
XP_008199086.1	XP_023018440.1
XP_008199088.1	XP_023026163.1
XP_008199089.1	XP_023026463.1
XP_008199090.1	XP_023021150.1
XP_008199091.1	XP_023026479.1
XP_008199100.1	XP_023028066.1
XP_008199101.1	XP_023024103.1
XP_008199102.1	XP_023030318.1
XP_008199106.1	XP_023027410.1
XP_008199108.1	XP_023013343.1
XP_008199116.1	XP_023016763.1
XP_008199124.1	XP_023016741.1
XP_008199131.1	XP_023029085.1
XP_008199132.2	XP_023029102.1
XP_008199134.2	XP_023029081.1
XP_008199135.1	XP_023029082.1
XP_008199138.1	XP_023021265.1
XP_008199140.1	XP_023019316.1
XP_008199145.1	XP_023019355.1
XP_008199146.1	XP_023019352.1
XP_008199153.1	XP_023022312.1
XP_008199155.1	XP_023020687.1
XP_008199159.1	XP_023012326.1
XP_008199160.1	XP_023012329.1
XP_008199164.1	XP_023025617.1
XP_008199166.1	XP_023019035.1
XP_008199168.1	XP_023021701.1
XP_008199173.2	XP_023029103.1
XP_008199174.1	XP_023029104.1
XP_008199177.1	XP_023029120.1
XP_008199195.1	XP_023025279.1
XP_008199197.1	XP_023012615.1
XP_008199205.1	XP_023025135.1
XP_008199206.1	XP_023016768.1
XP_008199209.1	XP_023022250.1
XP_008199210.1	XP_023024501.1
XP_008199223.2	XP_023030207.1
XP_008199232.1	XP_023019015.1
XP_008199233.1	XP_023025845.1
XP_008199240.1	XP_023018990.1
XP_008199251.1	XP_023014733.1
XP_008199257.1	XP_023015499.1
XP_008199262.1	XP_023012332.1
XP_008199266.1	XP_023018931.1
XP_008199268.1	XP_023019658.1
XP_008199269.2	XP_023013365.1
XP_008199272.1	XP_023018897.1
XP_008199277.2	XP_023028403.1
XP_008199278.2	XP_023028402.1
XP_008199284.1	XP_023020567.1
XP_008199287.1	XP_023017828.1
XP_008199297.1	XP_023027026.1
XP_008199299.1	XP_023015106.1
XP_008199300.1	XP_023022034.1
XP_008199303.1	XP_023014092.1
XP_008199304.1	XP_023014093.1
XP_008199309.1	XP_023020643.1
XP_008199322.1	XP_023015545.1
XP_008199323.1	XP_023017026.1
XP_008199327.1	XP_023023991.1
XP_008199328.1	XP_023024087.1
XP_008199329.1	XP_023023223.1
XP_008199333.1	XP_023020053.1
XP_008199347.1	XP_023023296.1
XP_008199351.1	XP_023018979.1
XP_008199354.1	XP_023018982.1
XP_008199357.1	XP_023015282.1
XP_008199360.2	XP_023017303.1
XP_008199362.1	XP_023030044.1
XP_008199364.1	XP_023016066.1
XP_008199365.1	XP_023016063.1
XP_008199366.1	XP_023024717.1
XP_008199370.1	XP_023027204.1
XP_008199377.1	XP_023017304.1
XP_008199382.2	XP_023017570.1
XP_008199394.1	XP_023016677.1
XP_008199397.1	XP_023016373.1
XP_008199405.1	XP_023023824.1
XP_008199414.1	XP_023029188.1
XP_008199417.1	XP_023018596.1
XP_008199425.1	XP_023028131.1
XP_008199426.1	XP_023027046.1
XP_008199430.1	XP_023025066.1
XP_008199434.1	XP_023019724.1
XP_008199438.1	XP_023021379.1
XP_008199442.1	XP_023026510.1
XP_008199443.1	XP_023011770.1
XP_008199444.1	XP_023011769.1
XP_008199455.1	XP_023011894.1
XP_008199460.1	XP_023011864.1
XP_008199466.1	XP_023017028.1
XP_008199472.1	XP_023016072.1
XP_008199483.1	XP_023029528.1
XP_008199485.1	XP_023029529.1
XP_008199500.1	XP_023021485.1
XP_008199501.1	XP_023019068.1
XP_008199505.1	XP_023014021.1
XP_008199506.1	XP_023014018.1
XP_008199507.1	XP_023025235.1
XP_008199510.2	XP_023019065.1
XP_008199513.1	XP_023016653.1
XP_008199519.1	XP_023017398.1
XP_008199521.1	XP_023017354.1
XP_008199522.1	XP_023017363.1
XP_008199524.1	XP_023017366.1
XP_008199525.1	XP_023017367.1
XP_008199526.1	XP_023026732.1
XP_008199531.1	XP_023021478.1
XP_008199533.1	XP_023015318.1
XP_008199534.1	XP_023022454.1
XP_008199535.1	XP_023022370.1
XP_008199537.1	XP_023028941.1
XP_008199539.2	XP_023025490.1
XP_008199541.2	XP_023013028.1
XP_008199542.1	XP_023019788.1
XP_008199544.1	XP_023013029.1
XP_008199548.1	XP_023013033.1
XP_008199553.1	XP_023020474.1
XP_008199560.1	XP_023024483.1
XP_008199563.1	XP_023024078.1
XP_008199565.1	XP_023025187.1
XP_008199571.1	XP_023016315.1
XP_008199577.1	XP_023028823.1
XP_008199580.1	XP_023018950.1
XP_008199586.1	XP_023011763.1
XP_008199594.1	XP_023022462.1
XP_008199603.1	XP_023015999.1
XP_008199604.1	XP_023020680.1
XP_008199606.1	XP_023012734.1
XP_008199607.1	XP_023012736.1
XP_008199609.1	XP_023012744.1
XP_008199627.1	XP_023020809.1
XP_008199628.1	XP_023026312.1
XP_008199630.1	XP_023025881.1
XP_008199635.1	XP_023019696.1
XP_008199638.1	XP_023021322.1
XP_008199639.2	XP_023021320.1
XP_008199644.1	XP_023021310.1
XP_008199648.1	XP_023026373.1
XP_008199650.1	XP_023030188.1
XP_008199651.1	XP_023018819.1
XP_008199667.1	XP_023027938.1
XP_008199669.1	XP_023025327.1
XP_008199670.1	XP_023025648.1
XP_008199672.1	XP_023021656.1
XP_008199673.1	XP_023025991.1
XP_008199675.1	XP_023012077.1
XP_008199676.1	XP_023021086.1
XP_008199677.1	XP_023027913.1
XP_008199679.1	XP_023025736.1
XP_008199686.2	XP_023030069.1
XP_008199689.1	XP_023017795.1
XP_008199690.1	XP_023014759.1
XP_008199698.1	XP_023023467.1
XP_008199702.1	XP_023021782.1
XP_008199716.1	XP_023018180.1
XP_008199720.1	XP_023018177.1
XP_008199721.1	XP_023029303.1
XP_008199724.1	XP_023011757.1
XP_008199725.1	XP_023011759.1
XP_008199734.2	XP_023020145.1
XP_008199753.1	XP_023026295.1
XP_008199756.1	XP_023029312.1
XP_008199757.1	XP_023026296.1
XP_008199759.1	XP_023027655.1
XP_008199760.1	XP_023028765.1
XP_008199763.1	XP_023016503.1
XP_008199771.1	XP_023016282.1
XP_008199781.1	XP_023026600.1
XP_008199791.1	XP_023029885.1
XP_008199793.1	XP_023029306.1
XP_008199809.1	XP_023022038.1
XP_008199812.1	XP_023018723.1
XP_008199813.2	XP_023022257.1
XP_008199815.1	XP_023020644.1
XP_008199831.1	XP_023025753.1
XP_008199832.1	XP_023025759.1
XP_008199834.1	XP_023016064.1
XP_008199836.1	XP_023016959.1
XP_008199838.1	XP_023016632.1
XP_008199839.1	XP_023019010.1
XP_008199841.1	XP_023020890.1
